# Metadata:
# Import from fhttps://opengamedata.fielddaylab.wisc.edu/data/LAKELAND/LAKELAND_20191201_to_20191231_de09c18_proc.zip
# Import from fData/Raw Log Data/LAKELAND_20200101_to_20200131_a9720c1_proc.zip
# *arg* filter_args = {'query_list': ['debug == 0', 'sess_ActiveEventCount >= 10', 'sessDuration >= 300', '_continue == 0', 'sessDuration <= 2700'], 'one_query': False, 'fillna': 0, 'verbose': True}
# Query: Intial Shape, output_shape: (32227, 1647)
# Query: debug == 0, output_shape: (32221, 1647)
# Query: sess_ActiveEventCount >= 10, output_shape: (26934, 1647)
# Query: sessDuration >= 300, output_shape: (16109, 1647)
# Query: _continue == 0, output_shape: (10591, 1647)
# Query: sessDuration <= 2700, output_shape: (10164, 1647)
# Filled NaN with 0
# *arg* new_feat_args = {'verbose': False, 'avg_tile_hover_lvl_range': None}
# *arg* lvlfeats = []
# *arg* lvlrange = range(0, 1)
# *arg* finalfeats = ['count_bloom_achs', 'count_farm_achs', 'count_money_achs', 'count_pop_achs', 'sessDuration']
# Original Num Rows: 10164
# *arg* zthresh = None

sessID,num_play,count_bloom_achs,count_farm_achs,count_money_achs,count_pop_achs,sessDuration 
19110210463882580,1,0,1,0,1,617.758
19110210464366376,1,0,2,0,1,1311.496
19110210532419570,1,0,2,1,1,936.873
19110210561411450,1,1,2,1,1,901.997
19110210590635964,1,0,2,0,1,624.1419999999999
19110210592212110,1,0,1,0,1,541.053
19110210593288980,1,0,1,0,1,601.611
19110211001861624,1,0,2,2,1,714.1239999999999
19110211002067652,1,0,2,2,2,1104.974
19110211040700812,2,0,2,0,1,489.023
19110211155750176,1,0,2,0,1,370.689
19110211183537324,1,0,2,2,1,1818.874
19110211184541890,1,0,2,0,1,689.525
19110211190687696,1,0,2,1,1,378.901
19110211214571416,1,0,2,1,1,1664.325
19110211325767090,1,0,3,1,1,427.716
19110211335793924,1,0,2,2,1,676.24
19110211355651188,1,1,2,0,1,687.207
19110211355651188,2,0,2,1,1,441.06800000000004
19110211405346650,1,0,2,0,1,455.582
19110211452826220,1,1,2,0,1,1170.8039999999999
19110211520439764,1,0,1,0,1,570.866
19110211520583308,1,0,1,1,1,1201.004
19110211521269690,1,0,2,0,1,971.445
19110211521269690,2,0,1,2,1,540.5830000000001
19110211521961596,1,0,2,0,1,700.785
19110211522455484,1,0,1,0,1,416.559
19110211522776376,1,0,3,1,1,853.692
19110211522776376,2,0,1,0,1,495.376
19110211523803130,1,0,2,0,1,1637.0839999999998
19110211531864004,1,0,2,1,1,945.33
19110211533922076,1,0,2,0,1,1629.816
19110211540420520,1,0,2,1,1,1132.3519999999999
19110211543896584,1,0,2,0,1,814.6210000000001
19110211544799468,1,0,2,2,1,1580.42
19110211551681010,1,0,1,0,1,859.216
19110211560480880,1,0,2,0,1,853.37
19110211571499960,1,0,1,0,1,642.663
19110122225485580,2,1,3,0,1,518.929
19110122450166964,1,0,1,1,1,1019.3939999999999
19110122522406430,1,0,1,0,1,834.784
19110122562224760,1,0,1,0,1,542.2909999999999
19110200003959320,1,1,1,1,1,682.83
19110200185421120,1,0,2,2,1,1580.217
19110200455993050,1,1,4,2,1,2583.245
19110200544495730,1,0,1,1,1,1867.636
19110200584208096,1,0,3,0,1,1140.601
19110201181876904,2,0,2,0,1,522.851
19110201353290324,3,0,1,1,1,360.134
19110201410567704,1,0,1,0,1,410.42699999999996
19110203014998036,1,1,2,1,1,894.944
19110203581046108,1,0,1,1,1,1282.267
19110205501745864,1,0,1,0,1,464.014
19110206315683120,1,0,1,1,1,453.00699999999995
19110207202392908,1,0,1,0,1,361.7
19110207293788104,1,0,1,0,1,427.18199999999996
19110207315231068,1,1,1,0,1,572.93
19110207342127430,2,0,3,2,1,753.2410000000001
19110207364389052,1,0,2,0,1,719.768
19110207373140116,1,0,1,0,1,423.70599999999996
19110207421397704,1,1,1,2,1,1495.245
19110207433609290,1,0,2,1,1,1563.175
19110207452785636,1,0,2,0,1,1204.823
19110207541496240,1,0,1,1,1,851.575
19110207572833724,1,0,0,0,1,2194.616
19110207585514892,1,0,1,2,1,694.005
19110208020966204,1,0,2,2,1,1470.7620000000002
19110208032175256,1,0,1,0,1,301.0
19110208043761310,1,0,1,0,1,358.037
19110208051983990,1,0,1,0,1,768.503
19110208054930164,1,0,1,0,1,301.072
19110208153679852,1,0,1,0,1,484.727
19110208181002924,1,1,4,2,3,1753.156
19110208195525896,1,0,2,0,1,519.502
19110208200266210,2,0,1,0,1,361.17400000000004
19110208201235560,2,1,4,2,3,1355.729
19110208203510468,1,0,1,0,1,361.65
19110208203626532,1,0,1,0,1,1751.5810000000001
19110208223132264,2,0,1,0,1,547.673
19110208230207252,1,0,1,2,1,1066.1760000000002
19110208244152144,1,0,1,1,1,858.883
19110208245936310,1,0,1,1,1,346.483
19110208251052892,1,0,1,0,1,389.57099999999997
19110208255533830,1,0,2,0,1,777.012
19110208265263012,1,0,1,0,1,1423.566
19110208321408550,2,0,2,2,1,1178.3210000000001
19110208330127250,1,0,1,0,1,862.6560000000001
19110208333437216,1,0,2,1,1,497.158
19110208342101360,1,0,1,0,1,1236.647
19110208351104104,1,0,1,1,1,517.712
19110208352459170,1,0,1,2,1,1427.66
19110208360702580,1,0,1,0,1,440.30300000000005
19110208365725460,1,0,1,0,1,410.00199999999995
19110208370217772,1,0,1,0,1,716.193
19110208372234840,1,0,1,0,1,2573.196
19110208394909740,1,0,1,0,1,693.813
19110208403996644,1,0,1,0,1,343.36699999999996
19110208432820550,1,0,1,0,1,461.105
19110208441324170,1,0,1,0,1,458.45599999999996
19110208450278760,1,0,2,0,1,565.706
19110208452140896,1,0,1,0,1,830.658
19110208461928384,1,2,3,2,3,1864.53
19110208462838320,1,0,1,0,1,774.2510000000001
19110208465074430,1,0,1,0,1,764.492
19110208481622844,1,1,3,2,1,699.6039999999999
19110208500889344,1,0,1,0,1,417.926
19110208501066900,1,0,1,0,1,363.55400000000003
19110208504122570,2,0,1,0,1,670.2
19110208514861550,1,0,2,0,1,505.30199999999996
19110208531596680,1,0,1,2,1,703.998
19110208543677896,1,0,2,0,1,589.752
19110208551257930,1,0,3,1,1,624.163
19110208551370416,1,1,3,2,2,2435.471
19110208551507236,1,1,4,1,1,2216.26
19110208595065740,1,0,2,0,1,678.693
19110209002423564,1,0,1,0,1,1005.495
19110209003702444,1,0,3,1,1,536.1659999999999
19110209023250636,1,1,3,2,1,1443.454
19110209040961456,2,2,3,2,2,1904.973
19110209042581316,1,0,3,1,1,1733.1660000000002
19110209042642364,1,1,3,2,1,1577.335
19110209045252536,1,0,1,0,1,330.93300000000005
19110209053660996,1,0,2,2,2,738.063
19110209060750664,1,1,1,1,1,480.42199999999997
19110209062936344,1,0,0,0,1,541.143
19110209063479540,1,0,1,1,1,607.325
19110209064631616,1,1,1,1,1,1285.925
19110209080998524,1,1,2,1,1,2319.018
19110209095316184,1,0,2,2,1,354.495
19110209095611070,1,0,1,0,1,547.2280000000001
19110209095784380,1,0,1,2,1,960.1239999999999
19110209100718710,1,0,2,0,1,585.349
19110209124808948,1,1,3,2,1,2108.167
19110209135960336,1,0,3,1,1,448.384
19110209142661730,1,0,2,1,1,1462.92
19110209153821224,1,0,2,0,1,838.434
19110209173851556,1,0,1,0,1,514.06
19110209181950730,1,0,1,0,1,723.945
19110209190020516,1,0,1,1,1,1434.445
19110209201823320,2,0,1,0,1,447.401
19110209220858844,1,0,1,1,1,508.02099999999996
19110209251418710,1,0,1,0,1,339.684
19110209251980056,1,0,1,0,1,623.2959999999999
19110209261762990,1,0,2,1,1,548.568
19110209264047668,1,1,2,2,1,1292.614
19110209265280576,1,0,1,1,1,646.366
19110209284948092,1,0,1,1,1,807.342
19110209292527560,1,0,1,0,1,454.048
19110209300183036,1,0,2,0,1,2355.425
19110209330360452,1,0,2,1,1,981.85
19110209333058984,1,0,3,2,1,1190.444
19110209335733856,1,1,3,2,1,768.58
19110209342803364,2,1,2,0,1,711.91
19110209345344812,1,0,1,0,1,780.576
19110209351579868,1,0,1,2,1,635.064
19110209362442604,1,0,3,2,1,812.559
19110209400208800,1,0,1,0,1,820.835
19110209411655988,1,0,2,0,1,357.01300000000003
19110209432462300,1,0,1,1,1,449.681
19110209450247636,1,0,2,0,1,339.86300000000006
19110209484520304,1,0,1,0,1,467.523
19110209493917668,1,0,1,0,1,346.483
19110209494836850,1,0,1,0,1,1512.961
19110209503639572,1,0,3,2,1,1764.6729999999998
19110209503698250,1,0,1,0,1,349.44
19110209544328376,1,0,1,0,1,752.345
19110209562037230,1,1,2,2,1,1035.132
19110209580059456,1,0,1,1,1,638.1990000000001
19110209591806350,1,0,1,1,1,572.279
19110210031483144,1,1,2,0,1,703.885
19110210035716890,1,0,2,1,1,663.34
19110210050795524,1,0,1,0,1,486.298
19110210065298350,1,0,1,1,1,1000.7869999999999
19110210070311844,1,0,1,0,1,482.869
19110210073851544,1,0,1,0,1,454.773
19110210081137984,1,2,4,2,4,2087.64
19110210084240250,1,0,3,0,1,565.886
19110210104860344,1,0,2,0,1,467.065
19110210105702024,1,0,1,0,1,614.116
19110210110098260,1,0,1,0,1,862.687
19110210122650564,1,0,1,0,1,318.2
19110210123367650,1,0,1,2,1,464.777
19110210154858624,1,0,1,0,1,339.213
19110210155655348,1,0,2,0,1,324.438
19110210170263264,1,0,1,0,1,345.46
19110210170472490,1,0,4,2,1,1642.575
19110210172792336,1,0,1,0,1,1695.6270000000002
19110210181230780,1,0,2,0,1,1874.243
19110210182266100,1,0,1,0,1,550.472
19110210193847270,1,0,2,1,1,1140.8310000000001
19110210195315732,1,0,2,1,1,902.173
19110210195588370,1,1,3,1,1,908.932
19110210203881330,1,0,0,0,1,374.88
19110210205047944,1,0,2,2,1,1872.5620000000001
19110210211249900,2,0,1,0,1,385.275
19110210253951336,1,0,1,0,1,770.666
19110210254434570,1,1,2,1,1,1461.868
19110210270865310,1,0,2,0,1,851.699
19110210272367100,1,0,1,0,1,555.336
19110210272508600,1,0,2,0,1,484.11699999999996
19110210291381810,1,0,2,0,1,363.974
19110210310227864,2,0,2,0,1,802.437
19110210330676730,1,0,1,2,1,525.693
19110210335154104,1,0,2,2,1,2410.947
19110210340816264,1,0,1,2,1,316.436
19110210344302870,1,0,1,0,1,415.01599999999996
19110210355810264,1,0,2,0,1,431.48199999999997
19110210360759456,1,0,2,0,1,888.16
19110210360816240,1,0,1,0,1,306.418
19110210361561256,1,0,1,0,1,478.31
19110210371914988,1,0,2,0,1,443.344
19110210392943056,2,0,1,1,1,1097.935
19110210400132790,1,0,1,1,1,707.64
19110210415480324,2,1,2,2,1,1566.973
19110210421634924,1,0,2,0,1,654.846
19110210422832172,1,0,1,0,1,349.041
19110210443384300,1,0,1,1,1,1019.579
19110210451286090,1,0,2,0,1,599.123
19110210451820510,1,0,1,0,1,739.635
19110210452513424,1,0,2,0,1,565.92
19110210452802470,1,0,1,1,1,673.668
19110210453824336,1,0,1,1,1,683.165
19110210455133196,1,0,1,0,1,441.15
19110210464366376,2,0,1,0,1,419.6
19110210465028650,1,0,1,1,1,738.66
19110210483764204,1,0,1,0,1,495.80400000000003
19110210483978240,1,0,1,1,1,679.1239999999999
19110210484786932,1,0,1,0,1,389.165
19110210512649708,1,0,1,0,1,909.9789999999999
19110210521481836,1,1,2,1,1,2019.4579999999999
19110210535997344,1,0,1,0,1,425.39300000000003
19110210550680704,1,0,1,0,1,334.055
19110210554080144,1,1,2,1,1,941.914
19110210570663016,1,0,2,2,1,844.4639999999999
19110210593518264,1,0,1,1,1,642.702
19110211001657130,1,0,1,0,1,924.908
19110211004092230,1,0,1,2,1,652.256
19110211010366564,1,0,1,1,1,863.946
19110211020302410,1,0,2,0,1,485.876
19110211022967320,1,0,1,0,1,806.633
19110211034292304,1,2,1,2,1,1307.0330000000001
19110211044757996,1,0,2,0,1,360.173
19110211045863516,1,0,2,0,1,472.978
19110211053243830,1,0,1,0,1,531.467
19110211065665012,1,0,1,0,1,800.39
19110211070658484,1,0,2,1,1,461.19199999999995
19110211081182252,1,0,1,0,1,707.512
19110211101176760,1,0,3,1,1,703.451
19110211103155856,1,0,1,1,1,305.473
19110211103535724,1,0,1,0,1,487.026
19110211112491310,1,0,2,2,2,1053.762
19110211115783570,1,0,1,0,1,303.98400000000004
19110211134170880,1,0,2,0,1,865.653
19110211151405280,1,0,2,1,1,778.3839999999999
19110211154009230,1,0,0,0,0,359.733
19110211155750176,3,0,2,1,1,571.929
19110211155855812,1,0,2,1,1,819.5360000000001
19110211160352080,1,1,2,1,1,1154.015
19110211163077852,1,1,2,2,2,852.26
19110211165192080,1,0,1,0,1,433.157
19110211171220390,1,0,1,0,1,771.235
19110211173640480,1,0,1,0,1,574.82
19110211175077250,1,0,1,2,1,454.35
19110211175789696,1,0,1,0,1,594.774
19110211191325276,1,0,1,0,1,314.059
19110211191481804,1,0,1,0,1,726.288
19110211195261576,1,0,3,2,1,1674.896
19110211205018240,1,0,2,2,1,895.992
19110211205630056,1,0,1,0,1,425.49199999999996
19110211211449264,1,0,1,1,1,815.819
19110211221628770,1,1,4,4,4,1064.741
19110211231733550,1,0,2,0,1,441.305
19110211232941296,1,0,1,0,1,1659.56
19110211234034224,1,0,1,0,1,511.335
19110211235874416,1,0,2,0,1,420.52
19110211241893376,1,0,1,1,1,314.992
19110211243325972,1,0,1,0,1,398.02099999999996
19110211244251280,2,0,1,0,1,664.684
19110211253973336,1,0,1,2,1,468.19699999999995
19110211254932200,1,0,1,1,1,720.962
19110211302645880,1,0,1,0,1,407.275
19110211332086250,1,0,1,0,1,356.043
19110211333812332,1,0,2,0,1,775.7189999999999
19110211335447704,1,1,3,3,2,1982.797
19110211335793924,2,0,2,1,1,802.434
19110211345885660,1,0,1,0,1,508.92900000000003
19110211350524396,1,0,1,0,1,354.339
19110211365793396,1,0,1,0,1,544.3380000000001
19110211373844828,1,0,1,0,1,340.024
19110211384907730,1,1,2,1,1,1085.5919999999999
19110211413053990,1,0,1,2,1,386.213
19110211421890370,1,0,1,0,1,1257.928
19110211425693172,1,1,2,2,1,1225.281
19110211451926040,1,1,1,1,1,1886.874
19110211460025990,1,0,1,0,1,416.43800000000005
19110211461180440,1,0,2,1,1,529.531
19110211484584324,1,2,1,1,1,2695.116
19110211485739030,1,1,1,1,1,1081.772
19110211491295612,1,0,1,1,1,536.762
19110211492730690,1,0,1,0,1,321.017
19110211513992910,1,0,2,0,1,811.557
19110211520992710,1,0,2,1,1,444.654
19110211521101060,1,0,2,0,1,1081.491
19110211523040410,1,0,1,0,1,818.725
19110211523803130,2,0,2,0,1,490.825
19110211531130064,1,2,1,2,1,1114.927
19110211531571324,1,0,3,1,1,2125.478
19110211540241972,1,0,1,0,1,429.48400000000004
19110211540420520,2,0,2,0,1,937.7239999999999
19110211542931524,1,0,1,0,1,886.503
19110211551267384,1,2,1,2,1,2044.2939999999999
19110211555721624,1,0,1,0,1,450.30300000000005
19110211560480880,2,0,3,2,1,1124.838
19110211571675216,1,0,1,0,1,300.668
19110211573389536,1,0,1,0,1,369.334
19110211580804510,1,0,2,1,2,1005.7389999999999
19110212001848452,1,0,3,1,1,1482.046
19110212042741680,1,0,2,1,1,718.235
19110212083659190,1,0,0,1,1,680.735
19110212125084148,1,0,1,1,1,498.49800000000005
19110212145522452,1,0,1,1,1,1332.4660000000001
19110212334170496,1,0,1,1,1,561.315
19110212350173010,1,0,2,1,1,754.857
19110212371359920,1,1,2,2,1,774.4110000000001
19110212371359920,2,1,2,0,1,470.48800000000006
19110212371359920,3,0,2,0,1,471.051
19110212501160624,1,0,1,1,1,1059.924
19110212551528990,1,0,1,0,1,824.704
19110212552896628,1,0,1,0,1,379.704
19110212580471816,1,0,2,2,1,1053.537
19110212584920210,1,0,2,0,1,532.724
19110213020213508,1,0,2,0,1,890.1569999999999
19110213041769410,1,0,2,0,1,574.6030000000001
19110213042033350,1,0,2,0,1,365.276
19110213094871090,1,0,1,0,1,523.986
19110213123887250,1,0,2,0,1,813.211
19110213123887250,2,0,2,0,1,564.2869999999999
19110213155430428,1,0,2,1,1,906.5219999999999
19110213155430428,2,0,1,0,1,313.46299999999997
19110213161589530,1,0,2,1,1,938.4889999999999
19110213182497480,1,0,2,1,1,624.322
19110213304665264,1,0,1,1,1,345.27099999999996
19110213315100384,1,0,1,1,1,497.32199999999995
19110213315100384,2,0,2,0,1,1119.792
19110213341414824,2,0,3,1,1,915.002
19110213345606880,1,0,2,0,1,1054.603
19110213355767440,1,1,1,2,1,1114.943
19110213375276144,1,0,2,0,1,506.56
19110213405756844,1,0,3,0,1,1101.607
19110213411594710,1,0,2,2,1,343.577
19110213413433090,1,0,2,1,1,1526.578
19110213444048690,1,0,2,1,1,721.572
19110213485467656,1,0,2,0,1,491.522
19110213504654330,1,0,1,0,1,331.543
19110213504892480,1,0,3,0,1,480.33
19110213522845360,1,1,2,0,1,1095.488
19110213534691550,1,0,2,0,1,864.7639999999999
19110213535644972,1,0,2,1,1,1179.259
19110213540944830,1,0,1,0,1,467.667
19110213570979880,1,1,2,1,1,617.238
19110213573475856,1,0,3,0,1,942.487
19110214003586280,1,0,2,1,1,502.095
19110214025214736,1,0,1,0,1,438.14099999999996
19110214030310812,1,0,2,0,1,1102.1889999999999
19110214034082020,1,0,3,2,2,1804.8110000000001
19110214040773060,1,0,1,1,1,361.251
19110214050870640,1,0,2,0,1,355.845
19110214054777300,1,0,2,0,1,557.607
19110214065211110,1,0,2,0,1,920.456
19110214090069710,1,0,1,1,1,845.329
19110214122095080,1,1,2,2,2,873.938
19110214124989500,1,0,1,0,1,1380.6889999999999
19110214141216028,1,1,3,1,1,1327.326
19110214145376764,1,1,2,2,1,893.4119999999999
19110214162373210,1,0,2,0,1,820.6110000000001
19110214164860190,1,0,1,0,1,451.19800000000004
19110214191644948,1,0,1,1,1,1105.4569999999999
19110214194143800,1,0,2,1,1,979.676
19110214205899356,1,0,1,0,1,462.45599999999996
19110214221166776,1,0,2,1,1,853.5160000000001
19110214281791172,1,0,2,0,1,386.81699999999995
19110214303758820,1,0,3,2,1,446.861
19110214304063940,1,0,1,0,1,739.373
19110214360268548,1,0,1,0,1,725.824
19110214391624576,1,0,2,2,2,597.33
19110214421792416,1,1,2,2,1,1117.313
19110214434518116,1,0,2,1,1,880.192
19110212020454180,1,1,2,1,1,1590.9620000000002
19110212023014556,1,0,1,0,1,1642.902
19110212025622268,1,2,2,2,1,1362.693
19110212032996124,1,1,3,2,2,1800.17
19110212040776650,1,0,1,0,1,313.236
19110212062364376,1,0,1,0,1,546.03
19110212065239050,1,0,1,0,1,1273.45
19110212080403700,1,0,1,1,1,428.853
19110212082089184,1,0,2,2,1,1445.281
19110212090005560,1,0,2,2,1,317.405
19110212102256144,1,0,2,1,1,1296.23
19110212111809840,1,0,3,2,1,910.321
19110212113465804,1,0,2,1,1,1046.442
19110212114004292,1,0,1,2,1,981.312
19110212123836996,1,0,2,1,1,691.8610000000001
19110212134757870,1,0,1,0,1,359.847
19110212144836868,1,0,1,0,1,374.415
19110212171856720,1,0,1,0,1,648.306
19110212195306270,1,0,1,0,1,1919.08
19110212203427224,1,2,4,2,3,2495.589
19110212205697948,1,0,1,1,1,698.565
19110212205987020,1,1,2,2,1,864.6489999999999
19110212215905730,1,0,1,0,1,1374.0739999999998
19110212220120056,1,0,3,1,1,478.661
19110212230316296,1,0,2,2,1,2152.173
19110212241070210,1,0,2,0,1,783.967
19110212242867930,1,0,1,0,1,404.006
19110212244110772,1,0,2,0,1,490.06699999999995
19110212245846400,1,1,2,1,1,713.965
19110212264201710,1,0,2,2,1,526.818
19110212281207510,1,0,1,2,1,673.503
19110212282862230,1,0,1,2,1,452.39300000000003
19110212285799476,1,0,2,0,1,600.72
19110212295652176,1,0,1,0,1,329.083
19110212314175576,1,0,2,0,1,837.424
19110212322055504,1,0,1,0,1,841.4110000000001
19110212330645330,1,2,3,2,2,1192.808
19110212334170496,2,0,1,0,1,617.857
19110212342835216,1,0,1,0,1,757.6289999999999
19110212355513436,1,0,1,0,1,385.233
19110212374008428,1,0,2,0,1,407.667
19110212400329440,1,0,1,0,1,689.666
19110212402961096,1,0,2,0,1,496.805
19110212410178470,1,0,1,0,1,839.885
19110212414587624,1,0,3,2,1,1089.606
19110212434093076,1,1,4,4,3,1315.7379999999998
19110212434930710,1,0,2,1,1,713.441
19110212435741120,1,1,2,1,1,457.235
19110212441565532,1,0,1,0,1,1298.782
19110212442574948,1,1,3,2,1,1597.239
19110212455439990,1,0,1,0,1,717.505
19110212461035610,1,0,2,0,1,447.407
19110212472296230,1,1,2,1,1,758.0319999999999
19110212474551470,1,0,1,0,1,530.386
19110212491343710,1,0,2,0,1,390.05
19110212501160624,2,0,1,0,1,704.7669999999999
19110212505394220,1,0,2,0,1,516.896
19110212531569932,1,0,2,0,1,498.89
19110212542632960,1,0,2,0,1,463.994
19110212545171664,1,1,2,1,1,1010.628
19110212551642310,1,0,1,0,1,349.991
19110212564394710,1,0,1,0,1,873.0
19110212571402804,1,0,1,1,1,511.944
19110212572817450,1,0,1,0,1,340.659
19110212584920210,2,0,2,0,2,776.8560000000001
19110212593923620,1,0,3,2,3,1765.2720000000002
19110212595913280,1,0,1,1,1,672.299
19110213010033190,1,0,1,0,1,385.973
19110213010642972,1,0,0,0,1,465.809
19110213011613356,1,0,1,0,1,473.535
19110213012756416,1,0,2,2,1,543.395
19110213032827790,1,0,1,0,1,376.619
19110213034965956,1,0,1,0,1,446.836
19110213042557464,1,0,1,0,1,652.651
19110213060024710,1,0,1,0,1,681.569
19110213060949664,1,0,2,0,1,809.6669999999999
19110213061037030,1,0,1,2,1,610.607
19110213061934796,1,0,2,0,1,591.823
19110213093506320,1,0,2,1,1,310.031
19110213093888788,1,0,1,2,1,346.211
19110213094654416,1,0,1,1,1,453.94599999999997
19110213095527944,1,0,1,0,1,361.454
19110213105135200,1,2,3,2,1,1842.2920000000001
19110213112922028,1,0,4,3,1,841.4680000000001
19110213115111964,1,0,2,3,1,833.8910000000001
19110213115440430,1,0,1,0,1,545.484
19110213130254936,1,0,3,2,1,473.92800000000005
19110213132087460,1,0,1,0,1,316.01599999999996
19110213140181788,1,0,2,1,1,1202.563
19110213141391628,1,0,1,0,1,597.819
19110213142607190,1,0,2,1,1,745.345
19110213143191170,1,0,1,0,1,427.05800000000005
19110213151123400,1,0,1,0,1,387.904
19110213154908840,1,0,1,0,1,590.399
19110213161589530,2,0,1,0,1,435.31699999999995
19110213162625290,1,0,2,1,1,837.921
19110213165563944,1,0,1,0,1,350.902
19110213173155640,1,0,1,1,1,789.84
19110213181414184,1,1,3,3,1,2036.295
19110213190501716,1,0,2,1,1,1158.974
19110213193037096,1,0,1,0,1,1251.184
19110213201562500,1,0,1,0,1,456.37699999999995
19110213204931690,1,0,2,0,1,514.144
19110213211014340,1,0,1,0,1,406.32199999999995
19110213221740388,1,0,1,2,1,931.696
19110213230069536,1,0,2,1,1,379.764
19110213234365956,1,0,1,0,1,311.251
19110213240059184,1,1,1,1,1,667.627
19110213240361610,1,0,1,0,1,474.727
19110213243966376,1,0,2,0,1,490.48699999999997
19110213244854790,1,0,2,0,1,1101.82
19110213250725332,1,0,1,2,1,624.9019999999999
19110213281741824,1,0,1,1,1,814.6060000000001
19110213295845616,1,0,2,0,1,503.606
19110213300780470,1,0,1,0,1,2365.966
19110213301276430,1,0,1,0,1,536.7230000000001
19110213312889908,1,0,2,2,1,1666.9129999999998
19110213315869496,1,0,1,1,1,418.68
19110213340931910,1,0,2,0,1,437.915
19110213345289170,1,0,3,1,1,730.972
19110213345606880,2,0,2,0,1,1373.747
19110213354830824,1,0,2,0,1,616.529
19110213360308356,1,0,1,1,1,692.2310000000001
19110213370732360,1,0,2,0,1,634.63
19110213372598936,1,0,1,1,1,1101.732
19110213375824708,1,1,3,2,2,1136.1860000000001
19110213384358224,1,1,1,1,1,1549.182
19110213391279670,1,0,4,2,3,1425.4460000000001
19110213401892030,1,0,4,4,3,1988.8429999999998
19110213402771944,1,1,4,3,2,1149.281
19110213404564590,1,1,4,2,2,2329.817
19110213413027372,1,2,4,4,3,1915.156
19110213413433090,2,1,1,0,1,827.418
19110213414052350,1,0,1,0,1,603.891
19110213414914176,1,0,1,0,1,379.54400000000004
19110213422591464,1,0,1,0,1,342.87300000000005
19110213424951490,1,1,1,1,1,829.278
19110213425443012,1,0,1,0,1,705.0110000000001
19110213431991304,1,0,1,0,1,2657.905
19110213432196984,1,0,1,0,1,617.42
19110213434621452,1,0,1,0,1,431.657
19110213440864360,1,0,1,0,1,415.32300000000004
19110213462778784,1,0,1,0,1,752.0089999999999
19110213470998212,1,0,1,1,1,1686.7620000000002
19110213472768724,1,0,1,0,1,587.867
19110213473200332,1,1,1,2,1,785.172
19110213491065770,1,0,3,2,1,1709.38
19110213494257908,1,2,2,2,1,435.45099999999996
19110213500116932,1,0,2,0,1,659.3589999999999
19110213512269244,1,0,1,0,1,390.48900000000003
19110213513304292,1,0,1,0,1,340.89599999999996
19110213541318656,1,0,2,2,1,1212.51
19110213542182824,1,0,1,1,1,655.217
19110213543225540,1,1,1,0,1,987.341
19110213545376896,1,0,1,0,1,1899.234
19110213562849890,1,0,3,2,3,673.368
19110213572178216,1,0,2,0,1,435.24800000000005
19110213575295096,1,0,1,0,1,387.897
19110213594109450,2,0,1,0,1,332.968
19110214004973460,1,0,1,0,1,658.1619999999999
19110214014001276,1,1,2,1,1,1712.154
19110214015224950,1,0,1,0,1,325.347
19110214024090910,1,0,1,0,1,407.116
19110214024342144,1,0,1,0,1,340.57199999999995
19110214060796376,1,0,1,1,1,1364.079
19110214063612770,1,0,1,0,1,1299.068
19110214065211110,2,1,2,0,1,1139.203
19110214065833276,1,0,2,0,1,1022.887
19110214074063004,1,0,1,0,1,344.662
19110214085362800,1,0,2,1,1,742.67
19110214094189240,1,1,4,3,2,743.041
19110214111198640,2,0,1,0,1,492.173
19110214121340720,1,0,1,0,1,423.736
19110214121984644,1,0,2,2,2,1599.779
19110214125228684,1,0,1,0,1,871.694
19110214131580530,1,0,1,0,1,389.048
19110214134870270,1,0,1,0,1,1350.3310000000001
19110214141216028,2,0,3,2,1,615.877
19110214142148536,1,1,2,2,3,1272.4080000000001
19110214145336612,1,0,1,0,1,473.185
19110214171378200,1,0,1,0,1,313.82099999999997
19110214183451800,1,1,2,0,1,1111.455
19110214185947304,1,0,1,0,1,742.426
19110214190686110,1,0,1,0,1,526.241
19110214192386932,1,0,1,0,1,877.2339999999999
19110214192968524,1,0,1,1,1,644.515
19110214192970910,1,0,1,0,1,570.2040000000001
19110214193722964,1,0,1,0,1,510.284
19110214193727240,1,1,3,2,2,2681.638
19110214194827604,1,0,1,0,1,752.89
19110214200380904,1,0,1,0,1,538.806
19110214203806108,1,0,1,0,1,508.381
19110214210268532,1,0,1,0,1,478.915
19110214214671572,1,0,1,0,1,605.0369999999999
19110214215204370,1,0,1,0,1,484.59
19110214222175864,1,0,1,2,1,323.35200000000003
19110214222782376,1,0,3,1,1,763.9110000000001
19110214222797396,1,0,1,0,1,386.244
19110214224606244,1,0,2,0,1,2519.236
19110214225183532,1,0,1,0,1,515.519
19110214231253440,1,1,1,2,1,908.038
19110214243384936,1,0,1,0,1,587.347
19110214244390748,1,0,1,0,1,1106.969
19110214263540730,1,0,1,0,1,600.181
19110214265780680,1,1,3,2,2,2214.985
19110214282709960,1,0,1,0,1,594.871
19110214283068516,1,0,1,1,1,813.472
19110214302494756,1,0,1,0,1,357.722
19110214304063940,2,0,2,0,1,507.086
19110214313770668,1,0,1,0,1,844.125
19110214314864216,1,0,1,0,1,318.71
19110214323726020,1,0,1,0,1,840.773
19110214325922470,1,0,1,0,1,410.23400000000004
19110214345846424,1,0,1,0,1,388.189
